,elevation,longitude,latitude
23617,73.91856022,-122.4042735,37.7541004
23618,109.2087162,-122.404539,37.7574447
23619,61.11034454,-122.4041076,37.7526898
23620,61.79529423,-122.4196386,37.7581934
23621,65.37288089,-122.4196592,37.7577889
23622,50.75219272,-122.4201368,37.7596242
23623,65.93104946,-122.4199545,37.7576629
23624,491.7746173,-122.4632215,37.7352799
23625,589.3727489,-122.4654991,37.7466224
23626,544.841964,-122.463907,37.7459587
23627,553.6447036,-122.4641281,37.7461139
23628,624.3103708,-122.465793,37.746963
23629,567.6789353,-122.4668259,37.746251
23630,634.48525,-122.465115,37.747093
23631,616.5947698,-122.4659856,37.7468821
23632,627.0250636,-122.466704,37.74671
23633,635.6844267,-122.465236,37.747093
23634,634.48525,-122.465115,37.747093
23635,169.5053525,-122.42883,37.7457326
23636,352.3966634,-122.4297897,37.7557174
23637,37.77052595,-122.3870142,37.7286718
23638,748.7072521,-122.4537788,37.7358597
23639,185.4314263,-122.4147937,37.7454211
23640,344.0121638,-122.4513794,37.7632065
23641,443.1835827,-122.4501076,37.7605188
23642,211.1294581,-122.424642,37.728946
23643,127.9788421,-122.4012091,37.7353118
23644,134.7354246,-122.4857927,37.7340069
23645,136.8966359,-122.4853063,37.7340452
23646,122.2607509,-122.4874768,37.7339323
23647,118.9124528,-122.4879189,37.7339077
23648,220.1436581,-122.4691587,37.7132221
23649,223.6802881,-122.469612,37.7134829
23650,221.3055889,-122.469043,37.711938
23651,248.8423975,-122.4691255,37.7087537
23652,232.7307077,-122.4695678,37.7137572
23653,229.0468464,-122.469214,37.7134937
23654,249.0635198,-122.4691255,37.7089027
23655,246.7352027,-122.4691145,37.7094555
23656,222.6900938,-122.4691366,37.7118137
23657,243.2093611,-122.4691312,37.7097361
23658,213.2413837,-122.4695346,37.7131995
23659,210.3272202,-122.4691697,37.7130232
23660,210.5177799,-122.4695235,37.7131377
23661,248.8423975,-122.4691255,37.7087537
23662,213.2413837,-122.4695346,37.7131995
23663,478.2698376,-122.4607669,37.7309158
23664,508.7303965,-122.4593074,37.732445
23665,481.7910737,-122.4606785,37.7310548
23666,302.0655361,-122.4700984,37.7345211
23667,332.5617639,-122.4685506,37.7346255
23668,359.8490652,-122.4674008,37.7346817
23669,302.0655361,-122.4700984,37.7345211
23670,195.2410808,-122.426756,37.7343213
23671,181.8368249,-122.427759,37.734419
23672,197.2435341,-122.427317,37.734721
23673,405.4999043,-122.442106,37.757039
23674,410.8852858,-122.4421456,37.7569388
23675,398.7169268,-122.4419153,37.7571919
23676,606.9186047,-122.4517066,37.7590026
23677,657.506348,-122.4512539,37.7583745
23678,657.506348,-122.4512539,37.7583745
23679,85.52017761,-122.4174152,37.7099082
23680,85.52017761,-122.4174152,37.7099082
23681,154.4297385,-122.4919526,37.7421405
23682,125.8058163,-122.4352268,37.7290746
23683,77.09604795,-122.4000253,37.7313822
23684,206.824094,-122.4041051,37.7151633
23685,383.6242919,-122.4639181,37.7405477
23686,582.7369276,-122.4547518,37.7448684
23687,143.084393,-122.4441825,37.7957949
23688,289.6304486,-122.4351433,37.7365126
23689,316.0332358,-122.4357192,37.7366251
23690,304.8269615,-122.435704,37.736438
23691,286.899711,-122.4352004,37.7363628
23692,293.4351337,-122.4357203,37.7362309
23693,41.38181974,-122.3915556,37.7288989
23694,23.57575443,-122.3910578,37.7281454
23695,16.45844023,-122.3890832,37.7275057
23696,30.03043862,-122.3908918,37.7285439
23697,16.45844023,-122.3890832,37.7275057
23698,43.3341895,-122.3916884,37.7289699
23699,40.20565267,-122.3914782,37.7288575
23700,137.3724844,-122.404585,37.762285
23701,430.3476266,-122.4651343,37.7183717
23702,262.5815408,-122.4319821,37.7180131
23703,755.755331,-121.90483,36.405166
23704,241.5974011,-122.4567864,37.7781137
23705,288.1212151,-122.4561561,37.7748004
23706,288.1044195,-122.45608,37.774859
23707,59.76802912,-122.3940757,37.7296762
23708,713.7379912,-122.4566537,37.7562701
23709,700.4575878,-122.4564325,37.7562637
23710,706.0796608,-122.456521,37.7562737
