,full_address,longitude,latitude
23393,"826 Geneva Ave, San Francisco, CA 94591",-122.4216376,37.7595618
23394,"676 Geneva Ave, San Francisco, CA 94112-3325",-122.4442594,37.7190676
23395,"636 Geneva Ave, San Francisco, CA 94112",-122.444678,37.7194533
23396,"666 Geneva Ave, San Francisco, CA 94112",-122.444302,37.7191593
23397,"1294 Geneva Ave, San Francisco, CA 94112",-122.4349109,37.7133683
23398,"142 Geneva Ave, San Francisco, CA 94112",-122.4495328,37.7216374
23399,"1183 Gilman Ave, San Francisco, CA 4943-029",-122.3916612,37.7200171
23400,"3031 Gough, San Francisco, CA 94118",-122.428092,37.8013134
23401,"1709 Gough St, San Francisco, CA 94102",-122.4258216,37.7893933
23402,"1132 Green, San Francisco, CA 94103",-122.4215576,37.7887043
23403,"1535 Guerrero St, San Francisco, CA 94110",-122.4220609,37.7466969
23404,"1177 Guerrero St, San Francisco, CA 94110",-122.422594,37.752343
23405,"845 Guerrero St, San Francisco, CA 94110-2215",-122.423221,37.7577295
23406,"749 Guerrero St, San Francisco, CA 94110",-122.4234356,37.7592185
23407,"817 Guerrero St, San Francisco, CA 94110",-122.4232997,37.758045
23408,"320 Harkness, San Francisco, CA 94124",-122.4031561,37.7174838
23409,"885 Head, San Francisco, CA 94127",-122.4628456,37.7230517
23410,"320 Hearst, San Francisco, CA 94131",-122.4448881,37.7308503
23411,"128 Holladay Ave, San Francisco, CA 94110",-122.4052528,37.7476835
23412,"1030 Hollister, San Francisco, CA 94531",-122.4075135,37.78399539999999
23413,"76 Homestead, San Francisco, CA 94110",-122.4398688,37.7497604
23414,"156 Idora St, San Francisco, CA 94110",-122.4581132,37.744392
23415,"144 Idora Ave, San Francisco, CA 94127-1016",-122.4577152,37.7443284
23416,"69 Ina Ct, San Francisco, CA 94112",-122.4249758,37.7231254
23417,"65 Ina Ct, San Francisco, CA 94112",-122.4249315,37.7231762
23418,"2920 Ingalls, San Francisco, CA 94121",-122.3917386,37.7207851
23419,"4220 Irving St, San Francisco, CA 94122",-122.5033239,37.7625843
23420,"2970 Jackson, San Francisco, CA 94110",-122.4441134,37.791503
23421,"3108 Jackson, San Francisco, CA 94118",-122.4464363,37.7911987
23422,"2040 Jackson, San Francisco, CA 94115",-122.4287858,37.7934308
23423,"150 Joost Ave, San Francisco, CA 9413",-122.438648,37.7326059
23424,"71-71 Juanita, San Francisco, CA 94124",-122.452872,37.7435297
23425,"241 Judson, San Francisco, CA 94115",-122.447321,37.7280907
23426,"140 Junipero Serra Blvd, San Francisco, CA 94127",-122.4723096,37.7326858
23427,"285 Kalmanovitz St, San Francisco, CA 94121",-122.3973148,37.7265427
23428,"450 Kansas St, San Francisco, CA 94107-2313",-122.4036932,37.7641506
23429,"35 La Grande, San Francisco, CA 94112",-122.4238375,37.7246275
23430,"1590 La Playa St, San Francisco, CA 94122-2800",-122.5087076,37.75681240000001
23431,"471 Lansdale Ave, San Francisco, CA 9417",-122.4551941,37.736206
23432,"2 Las Villas, San Francisco, CA 94124",-122.385352,37.73314
23433,"3 Las Villas Ct, San Francisco, CA 94124",-122.3857278,37.7331458
23434,"4 Las Villas Ct, San Francisco, CA 94124",-122.385389,37.733191
23435,"48 Le Conte Cir, San Francisco, CA 94124-3570",-122.3948918,37.7180191
23436,"88 Le Conte Cir, San Francisco, CA 94124",-122.394748,37.7178863
23437,"27 Le Conte Cir, San Francisco, CA 94124",-122.39508,37.7177135
23438,"28 Le Conte Cir, San Francisco, CA 94124",-122.3950937,37.71806249999999
23439,"317 Los Palmos Dr, San Francisco, CA 94127-2315",-122.4505057,37.7356383
23440,"260 Los Palmos Dr, San Francisco, CA 94127-2314",-122.4496077,37.7359985
23441,"378 Los Palmos Dr, San Francisco, CA 94127",-122.4508042,37.7350158
23442,"330 Los Palmos Dr, San Francisco, CA 94127-2316",-122.4507379,37.7357996
23443,"142 Los Palmos Dr, San Francisco, CA 94127",-122.447708,37.7358383
23444,"88 Los Palmos Dr, San Francisco, CA 94127",-122.4475557,37.7350954
23445,"576 Los Palmos Dr, San Francisco, CA 94127-2210",-122.4545196,37.734617
23446,"366 Los Palmos Dr, San Francisco, CA 94127",-122.4508706,37.7352374
23447,"547 Los Palmos Dr, San Francisco, CA 94127-2209",-122.4540442,37.733879
23448,"450 Los Palmos Dr, San Francisco, CA 94127-2208",-122.4519839,37.734603
23449,"375 Los Palmos Dr, San Francisco, CA 94127",-122.450466,37.73471800000001
23450,"558 Los Palmos Dr, San Francisco, CA 94127-2210",-122.4542211,37.7343831
23451,"487 Los Palmos Dr, San Francisco, CA 94127-2207",-122.4525403,37.7343419
23452,"309 Los Palmos Dr, San Francisco, CA 94127",-122.4503037,37.7356531
23453,"317 Los Palmos Dr, San Francisco, CA 94127",-122.4505057,37.7356383
23454,"387 Los Palmos Dr, San Francisco, CA 94127",-122.4506089,37.7346113
23455,"396 Los Palmos Dr, San Francisco, CA 94127",-122.4508706,37.7348092
23456,"300 Los Palmos Dr, San Francisco, CA 94127",-122.4501247,37.7359875
23457,"106 Los Palmos Dr, San Francisco, CA 94127",-122.4477325,37.7354212
23458,"399 Los Palmos Dr, San Francisco, CA 94127",-122.4506052,37.73448130000001
23459,"101 Los Palmos Dr, San Francisco, CA 94127",-122.4479705,37.7352865
23460,"333 Los Palmos Dr, San Francisco, CA 94127-2315",-122.4505443,37.7353048
23461,"334 Los Palmos Dr, San Francisco, CA 94127",-122.4507821,37.7357301
23462,"514 Los Palmos Dr, San Francisco, CA 94127",-122.4533254,37.7343329
23463,"317 Los Palmos, San Francisco, CA 94127",-122.4505057,37.7356383
23464,"330 Los Palmos Dr, San Francisco, CA 94127",-122.4507379,37.7357996
23465,"456 Los Palmos Dr, San Francisco, CA 94127-2208",-122.4520706,37.7346029
23466,"615 Los Palmos Dr, San Francisco, CA 94127",-122.4559018,37.7347222
23467,"64 Los Palmos Dr, San Francisco, CA 94127-2310",-122.4472019,37.7351298
23468,"470 Los Palmos Dr, San Francisco, CA 94127-2208",-122.4523192,37.7345961
23469,"484 Los Palmos Dr, San Francisco, CA 94127",-122.4525845,37.7345889
23470,"522 Los Palmos Dr, San Francisco, CA 94127",-122.4535134,37.7342285
23471,"250 Los Palmos Dr, San Francisco, CA 94127",-122.4494386,37.73601800000001
23472,"539 Los Palmos Dr, San Francisco, CA 94127",-122.4537788,37.733849
23473,"670 Los Palmos Dr, San Francisco, CA 94127",-122.4570075,37.7351265
23474,"71 Los Palmos, San Francisco, CA 94127",-122.4474337,37.7348467
23475,"260 Los Palmos Dr, San Francisco, CA 94127",-122.4496077,37.7359985
23476,"369 Los Palmos Dr, San Francisco, CA 94127-2315",-122.4504946,37.7348132
23477,"347 Los Palmos Dr, San Francisco, CA 94127",-122.4504937,37.7350997
23478,"576 Los Palmos Dr, San Francisco, CA 94127-2210",-122.4545196,37.734617
23479,"551 Los Palmos Dr, San Francisco, CA 94127",-122.454199,37.7339617
23480,"308 Los Palmos Dr, San Francisco, CA 94127",-122.4502996,37.7359723
23481,"358 Los Palmos Dr, San Francisco, CA 94127",-122.4509148,37.7353914
23482,"680 Los Palmos Dr, San Francisco, CA 94127",-122.4571402,37.7350856
23483,"695 Los Palmos, San Francisco, CA 94127",-122.4571402,37.7346761
23484,"495 Los Palmos Dr, San Francisco, CA 94127",-122.4526288,37.7343146
23485,"450 Los Palmos Dr, San Francisco, CA 94127",-122.4519839,37.734603
23486,"464 Los Palmos Dr, San Francisco, CA 94127",-122.4522307,37.7345861
23487,"15 Los Palmos Dr, San Francisco, CA 94127-2309",-122.4462041,37.7345882
23488,"421 Los Palmos Dr, San Francisco, CA 94127-2207",-122.4511959,37.7342818
23489,"547 Los Palmos Dr, San Francisco, CA 94127",-122.4540442,37.733879
23490,"219 Los Palmos, San Francisco, CA 94127-2313",-122.4495107,37.735743
23491,"484 Los Palmos Dr, San Francisco, CA 94127",-122.4525845,37.7345889
23492,"510 Los Palmos Dr, San Francisco, CA 94127-2210",-122.4531485,37.7343874
23493,"518 Los Palmos Dr, San Francisco, CA 94127",-122.4534139,37.7342685
23494,"667 Los Palmos, San Francisco, CA 94127",-122.4566095,37.7348767
23495,"456 Los Palmos Dr, San Francisco, CA 94127",-122.4520706,37.7346029
23496,"125 Los Palmos, San Francisco, CA 94127",-122.4479845,37.7355578
23497,"646 Los Palmos Dr, San Francisco, CA 94127",-122.4565652,37.7351882
23498,"634 Los Palmos, San Francisco, CA 94127",-122.4562556,37.7351718
23499,"207 Los Palmos Blvd, San Francisco, CA 94127",-122.4493002,37.7357196
23500,"203 Los Palmos, San Francisco, CA 94127",-122.4492141,37.7357227
23501,"213 Los Palmos, San Francisco, CA 94127",-122.4493901,37.7357179
23502,"622 Los Palmos Dr, San Francisco, CA 94127",-122.455966,37.7351371
23503,"551 Los Palmos Dr, San Francisco, CA 94127",-122.454199,37.7339617
23504,"539 Los Palmos Dr, San Francisco, CA 94127",-122.4537788,37.733849
23505,"713 Lyon, San Francisco, CA 94117",-122.4436606,37.7776239
23506,"3626 Lyon, San Francisco, CA 94123",-122.4480637,37.8045084
23507,"3600 Lyon St, San Francisco, CA 94123-1020",-122.4477709,37.8045265
23508,"280 Madison St, San Francisco, CA 94112",-122.4226361,37.72551470000001
23509,"350 Madrid St, San Francisco, CA 94127",-122.4312742,37.7240229
23510,"735 Mangels, San Francisco, CA 94112",-122.4539999,37.7328127
23511,"173 Marietta Dr, San Francisco, CA 94127",-122.446783,37.740543
23512,"479 Marietta, San Francisco, CA 94131",-122.4455074,37.737735
23513,"372 Marietta Dr, San Francisco, CA 9417",-122.443915,37.7390442
23514,"135 Marietta Dr, San Francisco, CA 94127",-122.44758,37.740804
23515,"277 Marietta Dr, San Francisco, CA 94127",-122.4447648,37.7394909
23516,"189 Marietta, San Francisco, CA 94127-1841",-122.4464363,37.7403163
23517,"139 Marietta Dr, San Francisco, CA 94127",-122.44751,37.740763
23518,"159 Marietta Dr, San Francisco, CA 94127",-122.447087,37.74061200000001
23519,"163 Marietta Dr, San Francisco, CA 94127",-122.4470825,37.740483
23520,"111 Marietta Dr, San Francisco, CA 94127",-122.447987,37.741083
23521,"199 Marietta Dr, San Francisco, CA 94127",-122.4461267,37.7404488
23522,"31 Marietta, San Francisco, CA 94127",-122.449759,37.742401
23523,"199 Marietta Dr, San Francisco, CA 94127",-122.4461267,37.7404488
23524,"321 Marietta Dr, San Francisco, CA 94127-1845",-122.4438212,37.7393313
23525,"491 Marietta Dr, San Francisco, CA 94127",-122.4458841,37.7376267
23526,"483 Marietta Dr, San Francisco, CA 94127",-122.4456401,37.7376942
23527,"107 Marietta Dr, San Francisco, CA 94127",-122.448048,37.741141
23528,"9 Massasoit, San Francisco, CA 94114",-122.407891,37.7448052
23529,"81 Minerva St, San Francisco, CA 94112",-122.4555037,37.7155914
23530,"420 Miramar Ave, San Francisco, CA 94112",-122.4579363,37.7254195
23531,"670 Miramar Ave, San Francisco, CA 94112",-122.4579363,37.7289572
23532,"730 Miramar Ave, San Francisco, CA 94112",-122.4578921,37.7298645
23533,"634 Miramar Ave, San Francisco, CA 94112",-122.4579806,37.7283106
23534,"730 Miramar, San Francisco, CA 94112",-122.4578921,37.7298645
23535,"682 Miramar Ave, San Francisco, CA 94112",-122.4579363,37.7291806
23536,"528 Miramar Ave, San Francisco, CA 94112",-122.4578921,37.7263269
23537,"345 Miramar Ave, San Francisco, CA 94112",-122.4584671,37.7249582
23538,"528 Miramar Ave, San Francisco, CA 94112",-122.4578921,37.7263269
23539,"600 Miramar Ave, San Francisco, CA 94112",-122.4578921,37.7277792
23540,"2733 Moraga St, San Francisco, CA 94116",-122.4922232,37.7552198
23541,"1637 Moraga St, San Francisco, CA 94112-4429",-122.4805457,37.75575
23542,"351 Mount Vernon Ave, San Francisco, CA 94116",-122.4474868,37.7178628
23543,"726 Noriega St, San Francisco, CA 94122",-122.4714785,37.7555225
23544,"732 Noriega St, San Francisco, CA 94122",-122.471602,37.7555747
23545,"901 Noriega, San Francisco, CA 94122",-122.4735036,37.7542072
23546,"732 Noriega St, San Francisco, CA 94122",-122.471602,37.7555747
23547,"591 Oak Park Dr, San Francisco, CA 94131-1028",-122.4606342,37.7567567
23548,"239 Oak Park Dr, San Francisco, CA 94131",-122.4570075,37.7547094
23549,"333 Oak Park Dr, San Francisco, CA 94131-1026",-122.4584726,37.7540148
23550,"309 Oak Park Dr, San Francisco, CA 94131-1026",-122.4581132,37.75399669999999
23551,"229 Oak Park Dr, San Francisco, CA 94131-1104",-122.4568748,37.7548619
23552,"543 Oak Park Dr, San Francisco, CA 94131",-122.4605458,37.7560395
23553,"527 Oak Park Dr, San Francisco, CA 94131",-122.4606453,37.75566450000001
23554,"1 Oak Park Dr, San Francisco, CA 94131",-122.4554595,37.7551116
23555,"225 Oak Park Dr, San Francisco, CA 94131",-122.45672,37.754914
23556,"235 Oak Park Dr, San Francisco, CA 94131",-122.4569191,37.7547739
23557,"333 Oak Park Dr, San Francisco, CA 94131",-122.4584726,37.7540148
23558,"347 Oak Park Dr, San Francisco, CA 94131",-122.4586882,37.7539313
23559,"583 Oak Park Dr, San Francisco, CA 94131",-122.46059,37.7566587
23560,"211 Oak Park Dr, San Francisco, CA 94131-1104",-122.4566095,37.75516700000001
23561,"535 Oak Park Dr, San Francisco, CA 94131-1028",-122.4606232,37.7558575
23562,"451 Oak Park Dr, San Francisco, CA 94131",-122.4606785,37.7548075
23563,"531 Oak Park Dr, San Francisco, CA 94131",-122.4606785,37.7557753
23564,"263 Oak Park Dr, San Francisco, CA 94131",-122.4573171,37.7543163
23565,"547 Oak Park Dr, San Francisco, CA 94131",-122.4605458,37.7561139
23566,"417 Oak Park Dr, San Francisco, CA 94131-1027",-122.4602066,37.7544181
23567,"580 Oak Park Dr, San Francisco, CA 94131",-122.4602804,37.7569029
23568,"527 Oak Park Dr, San Francisco, CA 94131",-122.4606453,37.75566450000001
23569,"283 Oak Park Dr, San Francisco, CA 94131",-122.4577152,37.754082
23570,"235 Oak Park Dr, San Francisco, CA 94131",-122.4569191,37.7547739
23571,"339 Oak Park Dr, San Francisco, CA 94131",-122.4585555,37.753935
23572,"1395 Oakdale Ave, San Francisco, CA 94124",-122.3865955,37.7322776
23573,"24 Ord Ct, San Francisco, CA 94114",-122.4407156,37.7638704
23574,"22 Ord Ct, San Francisco, CA 94114",-122.4406297,37.7638265
23575,"2 Ord Ct, San Francisco, CA 94114-1417",-122.4397175,37.763587
23576,"4 Ord Ct, San Francisco, CA 94114",-122.4398829,37.763604
23577,"580 Ortega St, San Francisco, CA 94122",-122.4697447,37.7548069
23578,"522 Ortega St, San Francisco, CA 94122-4624",-122.468429,37.75404899999999
23579,"548 Ortega St, San Francisco, CA 94122",-122.4686943,37.7545442
23580,"528 Ortega St, San Francisco, CA 94122",-122.4684622,37.7541597
23581,"556 Ortega St, San Francisco, CA 94122",-122.4689044,37.7546563
23582,"787 Pacheco, San Francisco, CA 94112",-122.4691255,37.7526526
23583,"1767 Palou Ave, San Francisco, CA 9412",-122.394156,37.735589
23584,"47 Panorama, San Francisco, CA 94127",-122.4504615,37.7467103
23585,"236 Paris, San Francisco, CA 94015",-122.4328116,37.7248445
23586,"147 Park St, San Francisco, CA 941",-122.3941284,37.7809444
23587,"23 Peralta Ave, San Francisco, CA 94110",-122.4055015,37.74790429999999
23588,"48 Peralta Ave, San Francisco, CA 94110",-122.4058223,37.7481502
23589,"48 Peralta Ave, San Francisco, CA 94110",-122.4058223,37.7481502
23590,"245 Persia St, San Francisco, CA 94110",-122.4337455,37.7221983
23591,"1930 Pine St, San Francisco, CA 94115-4331",-122.4284945,37.7888742
23592,"46 Portola Dr, San Francisco, CA 94131-1518",-122.4437823,37.7498083
23593,"14 Portola Dr, San Francisco, CA 94131",-122.4440809,37.7503214
23594,"1435 Portola, San Francisco, CA 94127",-122.4667587,37.738432
23595,"1365 Portola Dr, San Francisco, CA 94127",-122.465278,37.73935640000001
23596,"1337 Portola Dr, San Francisco, CA 94127",-122.4647915,37.7395807
23597,"1347 Portola Dr, San Francisco, CA 94127",-122.464998,37.739496
